name,cuisine,avg_del_time,avg_price_for_2,offers
Sri Raja Rajeswari Fruit Juices & Salads,"Beverages, Salads",22 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Flechazo,"Beverages, Salads",22 MINS,₹200 FOR TWO,50% off | Use WELCOME50
PARATHA DURBAR,"Beverages, Salads",22 MINS,₹200 FOR TWO,50% off | Use WELCOME50
The Little Village Cafe - TLV,"Beverages, Salads",22 MINS,₹200 FOR TWO,50% off | Use WELCOME50
99 Pancakes,"Beverages, Salads",22 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Domino's Pizza,"Beverages, Salads",22 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Pakwaan Grand,"Beverages, Salads",22 MINS,₹200 FOR TWO,50% off | Use WELCOME50
RS Bowl Kitchen,"Beverages, Salads",22 MINS,₹200 FOR TWO,50% off | Use WELCOME50
DiabeSmart,"Beverages, Salads",22 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Fat Chinese Chef,"Beverages, Salads",22 MINS,₹200 FOR TWO,50% off | Use WELCOME50
HRX by EatFit,"Beverages, Salads",22 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Biryani Times,"Beverages, Salads",22 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Tandoori Lights,"Beverages, Salads",22 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Cake N Cakes,"Beverages, Salads",22 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Sha Sha - Shandaar Shawarma,"Beverages, Salads",22 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Eclair De Cake,"Beverages, Salads",22 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Burger It Up,"Burgers, Beverages, Desserts, American, Cafe",38 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Kaati Zone Rolls & Wraps,"Burgers, Beverages, Desserts, American, Cafe",38 MINS,₹150 FOR TWO,50% off | Use WELCOME50
The Kulcha Kulture,"Burgers, Beverages, Desserts, American, Cafe",38 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Cheesecakes by Harley's,"Burgers, Beverages, Desserts, American, Cafe",38 MINS,₹150 FOR TWO,50% off | Use WELCOME50
The Hole in The Wall Cafe,"Burgers, Beverages, Desserts, American, Cafe",38 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Pista House Bakery,"Burgers, Beverages, Desserts, American, Cafe",38 MINS,₹150 FOR TWO,50% off | Use WELCOME50
MEESALA RAJUGARI MESS,"Burgers, Beverages, Desserts, American, Cafe",38 MINS,₹150 FOR TWO,50% off | Use WELCOME50
San and Sally,"Burgers, Beverages, Desserts, American, Cafe",38 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Cherla's cafe and restaurant,"Burgers, Beverages, Desserts, American, Cafe",38 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Bowl 99,"Burgers, Beverages, Desserts, American, Cafe",38 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Bakingo,"Burgers, Beverages, Desserts, American, Cafe",38 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Mumbaichee Chaat Street,"Burgers, Beverages, Desserts, American, Cafe",38 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Ciro's Pizzeria,"Burgers, Beverages, Desserts, American, Cafe",38 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Rams Dosa House,"Burgers, Beverages, Desserts, American, Cafe",38 MINS,₹150 FOR TWO,50% off | Use WELCOME50
The frozen village,"Burgers, Beverages, Desserts, American, Cafe",38 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Varalakshmi Tiffins,"Burgers, Beverages, Desserts, American, Cafe",38 MINS,₹150 FOR TWO,50% off | Use WELCOME50
The Little Village Cafe - TLV,"American, European, Indian",32 MINS,₹800 FOR TWO,FREE DELIVERY
Papacream,"American, European, Indian",32 MINS,₹800 FOR TWO,FREE DELIVERY
Firangi Bake,"American, European, Indian",32 MINS,₹800 FOR TWO,FREE DELIVERY
LB Frankie Rolls and More,"American, European, Indian",32 MINS,₹800 FOR TWO,FREE DELIVERY
Cakes Time,"American, European, Indian",32 MINS,₹800 FOR TWO,FREE DELIVERY
Hungryspoon By Radisson,"American, European, Indian",32 MINS,₹800 FOR TWO,FREE DELIVERY
Tea On,"American, European, Indian",32 MINS,₹800 FOR TWO,FREE DELIVERY
Karachi cafe,"American, European, Indian",32 MINS,₹800 FOR TWO,FREE DELIVERY
Fabelle Chocolates - ITC Kohenur,"American, European, Indian",32 MINS,₹800 FOR TWO,FREE DELIVERY
Nanking Express,"American, European, Indian",32 MINS,₹800 FOR TWO,FREE DELIVERY
Shree Santosh Dhaba,"American, European, Indian",32 MINS,₹800 FOR TWO,FREE DELIVERY
Jamie Oliver's Pizzeria,"American, European, Indian",32 MINS,₹800 FOR TWO,FREE DELIVERY
ATH - All Things Healthy!,"American, European, Indian",32 MINS,₹800 FOR TWO,FREE DELIVERY
Santosh Spicy Dhaba,"American, European, Indian",32 MINS,₹800 FOR TWO,FREE DELIVERY
Sweet Truth - Cake and Desserts,"American, European, Indian",32 MINS,₹800 FOR TWO,FREE DELIVERY
Lassi & Falooda Co,"American, European, Indian",32 MINS,₹800 FOR TWO,FREE DELIVERY
Creamy N Creamy Ice Stone,"Desserts, Beverages, Hyderabadi",33 MINS,₹150 FOR TWO,FREE DELIVERY
The Aalayas Kitchen,"Desserts, Beverages, Hyderabadi",33 MINS,₹150 FOR TWO,FREE DELIVERY
Signature Snacks,"Desserts, Beverages, Hyderabadi",33 MINS,₹150 FOR TWO,FREE DELIVERY
Pompeii Pizza Studio,"Desserts, Beverages, Hyderabadi",33 MINS,₹150 FOR TWO,FREE DELIVERY
Oh Biryani,"Desserts, Beverages, Hyderabadi",33 MINS,₹150 FOR TWO,FREE DELIVERY
Balaji Mithai Bhandar,"Desserts, Beverages, Hyderabadi",33 MINS,₹150 FOR TWO,FREE DELIVERY
Cake N Cakes,"Desserts, Beverages, Hyderabadi",33 MINS,₹150 FOR TWO,FREE DELIVERY
Crumbcoat,"Desserts, Beverages, Hyderabadi",33 MINS,₹150 FOR TWO,FREE DELIVERY
Mana Bhojanam,"Desserts, Beverages, Hyderabadi",33 MINS,₹150 FOR TWO,FREE DELIVERY
Auberry The Bake Shop,"Desserts, Beverages, Hyderabadi",33 MINS,₹150 FOR TWO,FREE DELIVERY
Punjabi kitchen,"Desserts, Beverages, Hyderabadi",33 MINS,₹150 FOR TWO,FREE DELIVERY
Sri Vinayaka Tiffins & Fast Foods,"Desserts, Beverages, Hyderabadi",33 MINS,₹150 FOR TWO,FREE DELIVERY
Wanderlust Bakes,"Desserts, Beverages, Hyderabadi",33 MINS,₹150 FOR TWO,FREE DELIVERY
AROMAS OF BENGAL,"Desserts, Beverages, Hyderabadi",33 MINS,₹150 FOR TWO,FREE DELIVERY
Harley's Celebration Cakes,"Desserts, Beverages, Hyderabadi",33 MINS,₹150 FOR TWO,FREE DELIVERY
New York Slice Pizza,"Desserts, Beverages, Hyderabadi",33 MINS,₹150 FOR TWO,FREE DELIVERY
Itminaan Matka Biryani - Slow Cooked,"Biryani, North Indian, Mughlai",40 MINS,₹250 FOR TWO,FLAT125 off | Use FLATDEAL
Rolls & Bowls Company,"Biryani, North Indian, Mughlai",40 MINS,₹250 FOR TWO,FLAT125 off | Use FLATDEAL
HOMELY POT,"Biryani, North Indian, Mughlai",40 MINS,₹250 FOR TWO,FLAT125 off | Use FLATDEAL
DCREME BY DADUS,"Biryani, North Indian, Mughlai",40 MINS,₹250 FOR TWO,FLAT125 off | Use FLATDEAL
Babai Express,"Biryani, North Indian, Mughlai",40 MINS,₹250 FOR TWO,FLAT125 off | Use FLATDEAL
Cane For Health,"Biryani, North Indian, Mughlai",40 MINS,₹250 FOR TWO,FLAT125 off | Use FLATDEAL
Flavours Of Rice	,"Biryani, North Indian, Mughlai",40 MINS,₹250 FOR TWO,FLAT125 off | Use FLATDEAL
Pulihoras,"Biryani, North Indian, Mughlai",40 MINS,₹250 FOR TWO,FLAT125 off | Use FLATDEAL
SHAHI BIRYANIS & PULAOS,"Biryani, North Indian, Mughlai",40 MINS,₹250 FOR TWO,FLAT125 off | Use FLATDEAL
PanBoy Sandwiches,"Biryani, North Indian, Mughlai",40 MINS,₹250 FOR TWO,FLAT125 off | Use FLATDEAL
Mamanori,"Biryani, North Indian, Mughlai",40 MINS,₹250 FOR TWO,FLAT125 off | Use FLATDEAL
Prem sweet jodhpur wala,"Biryani, North Indian, Mughlai",40 MINS,₹250 FOR TWO,FLAT125 off | Use FLATDEAL
The Betel House,"Biryani, North Indian, Mughlai",40 MINS,₹250 FOR TWO,FLAT125 off | Use FLATDEAL
Tasty Momos,"Biryani, North Indian, Mughlai",40 MINS,₹250 FOR TWO,FLAT125 off | Use FLATDEAL
Deepak Edla's Kitchen,"Biryani, North Indian, Mughlai",40 MINS,₹250 FOR TWO,FLAT125 off | Use FLATDEAL
The Smoking Bowl,"Biryani, North Indian, Mughlai",40 MINS,₹250 FOR TWO,FLAT125 off | Use FLATDEAL
Kulfi Nation,"Desserts, Ice Cream",34 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Jarlie - Fine Desserts,"Desserts, Ice Cream",34 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Hut Chocolate House,"Desserts, Ice Cream",34 MINS,₹200 FOR TWO,50% off | Use WELCOME50
EK PYALI CHAI,"Desserts, Ice Cream",34 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Chandni Chowk,"Desserts, Ice Cream",34 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Ghee Idli,"Desserts, Ice Cream",34 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Cookie Man Next Galleria Punjagutta,"Desserts, Ice Cream",34 MINS,₹200 FOR TWO,50% off | Use WELCOME50
MBA KA DHABA,"Desserts, Ice Cream",34 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Cafe Affinite,"Desserts, Ice Cream",34 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Lean Bites,"Desserts, Ice Cream",34 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Chai & Co,"Desserts, Ice Cream",34 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Splurge - Thickshakes and Milkshakes,"Desserts, Ice Cream",34 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Faasos' Signature Wraps & Rolls,"Desserts, Ice Cream",34 MINS,₹200 FOR TWO,50% off | Use WELCOME50
7 Sisters,"Desserts, Ice Cream",34 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Rotika Rasoi,"Desserts, Ice Cream",34 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Jenny's Brownies,"Desserts, Ice Cream",34 MINS,₹200 FOR TWO,50% off | Use WELCOME50
Nutmeg By ITC Hotels- Cakes & Desserts,Desserts,59 MINS,₹1000 FOR TWO,50% off | Use WELCOME50
EAGLES PIZZA HUT,Desserts,59 MINS,₹1000 FOR TWO,50% off | Use WELCOME50
Sitopia by YelloLife,Desserts,59 MINS,₹1000 FOR TWO,50% off | Use WELCOME50
Winners Pizza (Fresh Dough),Desserts,59 MINS,₹1000 FOR TWO,50% off | Use WELCOME50
PIZZA HUT HUB,Desserts,59 MINS,₹1000 FOR TWO,50% off | Use WELCOME50
Andhra Meal Co,Desserts,59 MINS,₹1000 FOR TWO,50% off | Use WELCOME50
The Baker's Dozen,Desserts,59 MINS,₹1000 FOR TWO,50% off | Use WELCOME50
The Big Cup Theory,Desserts,59 MINS,₹1000 FOR TWO,50% off | Use WELCOME50
Green Dot Pizza,Desserts,59 MINS,₹1000 FOR TWO,50% off | Use WELCOME50
SHANDHAR RESTAURANT,Desserts,59 MINS,₹1000 FOR TWO,50% off | Use WELCOME50
10D Express,Desserts,59 MINS,₹1000 FOR TWO,50% off | Use WELCOME50
"Just Bake - Bakery, Cakes & Desserts",Desserts,59 MINS,₹1000 FOR TWO,50% off | Use WELCOME50
MAD & CO - Boba Tea,Desserts,59 MINS,₹1000 FOR TWO,50% off | Use WELCOME50
Miami Waffle & Jawbreakers,Desserts,59 MINS,₹1000 FOR TWO,50% off | Use WELCOME50
Hulchal Desserts & Bakers,Desserts,59 MINS,₹1000 FOR TWO,50% off | Use WELCOME50
The Juicers Co.,Desserts,59 MINS,₹1000 FOR TWO,50% off | Use WELCOME50
Kings Kitchen,Indian,32 MINS,₹250 FOR TWO,50% off | Use WELCOME50
KRISPY BYTES,Indian,32 MINS,₹250 FOR TWO,50% off | Use WELCOME50
WOWFFLES,Indian,32 MINS,₹250 FOR TWO,50% off | Use WELCOME50
B Curries (by Biryanis & More),Indian,32 MINS,₹250 FOR TWO,50% off | Use WELCOME50
Shakes 365,Indian,32 MINS,₹250 FOR TWO,50% off | Use WELCOME50
South by Cravery,Indian,32 MINS,₹250 FOR TWO,50% off | Use WELCOME50
Oh! Punjab,Indian,32 MINS,₹250 FOR TWO,50% off | Use WELCOME50
B Cafe,Indian,32 MINS,₹250 FOR TWO,50% off | Use WELCOME50
EXOTICA 99,Indian,32 MINS,₹250 FOR TWO,50% off | Use WELCOME50
ZAZA 22 Spice Biryani,Indian,32 MINS,₹250 FOR TWO,50% off | Use WELCOME50
Anjali Tiffin Center,Indian,32 MINS,₹250 FOR TWO,50% off | Use WELCOME50
Party Fried Chicken,Indian,32 MINS,₹250 FOR TWO,50% off | Use WELCOME50
Taste Punjab Da,Indian,32 MINS,₹250 FOR TWO,50% off | Use WELCOME50
Kulfi & Falooda Project,Indian,32 MINS,₹250 FOR TWO,50% off | Use WELCOME50
AGRA SWEET HOUSE,Indian,32 MINS,₹250 FOR TWO,50% off | Use WELCOME50
Tara Juice World,Indian,32 MINS,₹250 FOR TWO,50% off | Use WELCOME50
Swap,"Healthy Food, Keto, Salads",29 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Mama Momos Adda,"Healthy Food, Keto, Salads",29 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Kadupuninda,"Healthy Food, Keto, Salads",29 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Feast Xpress,"Healthy Food, Keto, Salads",29 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Healthy and tasty kitchen,"Healthy Food, Keto, Salads",29 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Hunger's Hub,"Healthy Food, Keto, Salads",29 MINS,₹150 FOR TWO,50% off | Use WELCOME50
KUKI (KURNOOL KITCHEN),"Healthy Food, Keto, Salads",29 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Van Lavino,"Healthy Food, Keto, Salads",29 MINS,₹150 FOR TWO,50% off | Use WELCOME50
SRI KRISHNA UDUPI PARK,"Healthy Food, Keto, Salads",29 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Chickpet Donne Biryani House,"Healthy Food, Keto, Salads",29 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Tea On,"Healthy Food, Keto, Salads",29 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Thick Shake House,"Healthy Food, Keto, Salads",29 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Oven Story Pizza,"Healthy Food, Keto, Salads",29 MINS,₹150 FOR TWO,50% off | Use WELCOME50
SWEET BASKET,"Healthy Food, Keto, Salads",29 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Green Bar Juices & More,"Healthy Food, Keto, Salads",29 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Hotel Sri Raghavendra Udupi Veg,"Healthy Food, Keto, Salads",29 MINS,₹150 FOR TWO,50% off | Use WELCOME50
Gabru Di Chaap,"North Indian, Snacks",48 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Cake'S Corner Baker'S,"North Indian, Snacks",48 MINS,₹300 FOR TWO,50% off | Use WELCOME50
JAITHRI'S SARAVANA BHAVAN,"North Indian, Snacks",48 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Tempting tarts,"North Indian, Snacks",48 MINS,₹300 FOR TWO,50% off | Use WELCOME50
The Tea Planet,"North Indian, Snacks",48 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Sanjos Donuts,"North Indian, Snacks",48 MINS,₹300 FOR TWO,50% off | Use WELCOME50
OMBC,"North Indian, Snacks",48 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Chai Pani,"North Indian, Snacks",48 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Cafe Eclat,"North Indian, Snacks",48 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Poppers Pizza,"North Indian, Snacks",48 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Eat Confetti,"North Indian, Snacks",48 MINS,₹300 FOR TWO,50% off | Use WELCOME50
WHITE NOISE CAFE,"North Indian, Snacks",48 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Mythree Tiffins,"North Indian, Snacks",48 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Vadapav & More,"North Indian, Snacks",48 MINS,₹300 FOR TWO,50% off | Use WELCOME50
West Champaran Dhaba,"North Indian, Snacks",48 MINS,₹300 FOR TWO,50% off | Use WELCOME50
POTHGAAL SWEETS,"North Indian, Snacks",48 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Mythree Tiffins,South Indian,45 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Vadapav & More,South Indian,45 MINS,₹100 FOR TWO,50% off | Use WELCOME50
West Champaran Dhaba,South Indian,45 MINS,₹100 FOR TWO,50% off | Use WELCOME50
POTHGAAL SWEETS,South Indian,45 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Village Recipes,South Indian,45 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Combo Stories By 10D Express,South Indian,45 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Ironhill Cafe,South Indian,45 MINS,₹100 FOR TWO,50% off | Use WELCOME50
The Big Noodles,South Indian,45 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Punjabi Paratha,South Indian,45 MINS,₹100 FOR TWO,50% off | Use WELCOME50
9 Biryanis and Pulaos,South Indian,45 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Aromas of Asia,South Indian,45 MINS,₹100 FOR TWO,50% off | Use WELCOME50
10D Biryani Express,South Indian,45 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Hyderama,South Indian,45 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Waffle House,South Indian,45 MINS,₹100 FOR TWO,50% off | Use WELCOME50
SPICY BIRYANI,South Indian,45 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Labonel Fine Baking,South Indian,45 MINS,₹100 FOR TWO,50% off | Use WELCOME50
Begum's Biryani,"Biryani, South Indian",38 MINS,₹300 FOR TWO,50% off | Use WELCOME50
Brown Bear Bakers Manikonda,"Biryani, South Indian",38 MINS,₹300 FOR TWO,50% off | Use WELCOME50
